study	individual	group	count	intervention	time	time_unit	x_measurement_type	x_substance	x_tissue	x_method	x_label	x	x_unit	y_measurement_type	y_tissue	y_method	y_label	y	y_mean_pm	y_sd	y_se	y_unit	comments	yraw
Frost2013	NA	single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	3.39805825242717	ng/ml	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	9.65909090909092	NA	NA	NA	percent	NA	49.7159090909091
Frost2013	NA	single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	3.39805825242717	ng/ml	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	-3.977272727272762	NA	NA	NA	percent	NA	38.3522727272727
Frost2013	NA	single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	4.53074433656958	ng/ml	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	43.75	NA	NA	NA	percent	NA	78.125
Frost2013	NA	single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	4.53074433656958	ng/ml	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	27.55681818181816	NA	NA	NA	percent	NA	64.6306818181818
Frost2013	NA	single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	6.79611650485438	ng/ml	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	-17.613636363636445	NA	NA	NA	percent	NA	26.9886363636363
Frost2013	NA	single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	7.92880258899676	ng/ml	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	49.71590909090908	NA	NA	NA	percent	NA	83.0965909090909
Frost2013	NA	single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	7.92880258899676	ng/ml	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	37.78409090909091	NA	NA	NA	percent	NA	73.1534090909091
Frost2013	NA	single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	7.92880258899676	ng/ml	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	26.704545454545396	NA	NA	NA	percent	NA	63.9204545454545
Frost2013	NA	single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	9.06148867313916	ng/ml	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	17.329545454545396	NA	NA	NA	percent	NA	56.1079545454545
Frost2013	NA	single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	10.1941747572815	ng/ml	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	29.261363636363555	NA	NA	NA	percent	NA	66.0511363636363
Frost2013	NA	single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	10.1941747572815	ng/ml	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	-3.977272727272762	NA	NA	NA	percent	NA	38.3522727272727
Frost2013	NA	single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	11.3268608414239	ng/ml	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	42.89772727272724	NA	NA	NA	percent	NA	77.4147727272727
Frost2013	NA	single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	12.4595469255663	ng/ml	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	-16.761363636363683	NA	NA	NA	percent	NA	27.6988636363636
Frost2013	NA	single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	12.4595469255663	ng/ml	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	37.78409090909091	NA	NA	NA	percent	NA	73.1534090909091
Frost2013	NA	single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	12.4595469255663	ng/ml	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	10.511363636363562	NA	NA	NA	percent	NA	50.4261363636363
Frost2013	NA	single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	13.5922330097087	ng/ml	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	19.03409090909092	NA	NA	NA	percent	NA	57.5284090909091
Frost2013	NA	single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	14.7249190938511	ng/ml	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	-20.1704545454546	NA	NA	NA	percent	NA	24.8579545454545
Frost2013	NA	single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	14.7249190938511	ng/ml	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	2.8409090909090793	NA	NA	NA	percent	NA	44.0340909090909
Frost2013	NA	single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	15.8576051779935	ng/ml	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	44.60227272727275	NA	NA	NA	percent	NA	78.8352272727273
Frost2013	NA	single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	15.8576051779935	ng/ml	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	-23.57954545454552	NA	NA	NA	percent	NA	22.0170454545454
Frost2013	NA	single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	15.8576051779935	ng/ml	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	36.079545454545396	NA	NA	NA	percent	NA	71.7329545454545
Frost2013	NA	single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	16.9902912621359	ng/ml	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	11.363636363636317	NA	NA	NA	percent	NA	51.1363636363636
Frost2013	NA	single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	16.9902912621359	ng/ml	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	-3.977272727272762	NA	NA	NA	percent	NA	38.3522727272727
Frost2013	NA	single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	18.1229773462783	ng/ml	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	27.55681818181816	NA	NA	NA	percent	NA	64.6306818181818
Frost2013	NA	single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	19.2556634304207	ng/ml	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	-8.238636363636438	NA	NA	NA	percent	NA	34.8011363636363
Frost2013	NA	single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	22.6537216828479	ng/ml	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	-21.875	NA	NA	NA	percent	NA	23.4375
Frost2013	NA	single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	23.7864077669902	ng/ml	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	0.2840909090909207	NA	NA	NA	percent	NA	41.9034090909091
Frost2013	NA	single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	24.9190938511326	ng/ml	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	42.89772727272724	NA	NA	NA	percent	NA	77.4147727272727
Frost2013	NA	single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	24.9190938511326	ng/ml	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	-26.13636363636368	NA	NA	NA	percent	NA	19.8863636363636
Frost2013	NA	single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	24.9190938511326	ng/ml	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	19.03409090909092	NA	NA	NA	percent	NA	57.5284090909091
Frost2013	NA	single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	26.051779935275	ng/ml	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	51.420454545454476	NA	NA	NA	percent	NA	84.5170454545454
Frost2013	NA	single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	26.051779935275	ng/ml	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	24.147727272727238	NA	NA	NA	percent	NA	61.7897727272727
Frost2013	NA	single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	27.1844660194174	ng/ml	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	12.21590909090908	NA	NA	NA	percent	NA	51.8465909090909
Frost2013	NA	single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	27.1844660194174	ng/ml	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	3.6931818181817206	NA	NA	NA	percent	NA	44.7443181818181
Frost2013	NA	single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	27.1844660194174	ng/ml	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	-3.977272727272762	NA	NA	NA	percent	NA	38.3522727272727
Frost2013	NA	single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	28.3171521035598	ng/ml	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	42.89772727272724	NA	NA	NA	percent	NA	77.4147727272727
Frost2013	NA	single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	28.3171521035598	ng/ml	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	32.67045454545459	NA	NA	NA	percent	NA	68.8920454545455
Frost2013	NA	single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	30.5825242718446	ng/ml	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	52.27272727272724	NA	NA	NA	percent	NA	85.2272727272727
Frost2013	NA	single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	30.5825242718446	ng/ml	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	24.147727272727238	NA	NA	NA	percent	NA	61.7897727272727
Frost2013	NA	single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	31.715210355987	ng/ml	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	-26.13636363636368	NA	NA	NA	percent	NA	19.8863636363636
Frost2013	NA	single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	32.8478964401294	ng/ml	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	29.261363636363555	NA	NA	NA	percent	NA	66.0511363636363
Frost2013	NA	single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	32.8478964401294	ng/ml	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	-2.272727272727238	NA	NA	NA	percent	NA	39.7727272727273
Frost2013	NA	single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	33.9805825242718	ng/ml	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	39.48863636363632	NA	NA	NA	percent	NA	74.5738636363636
Frost2013	NA	single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	35.1132686084142	ng/ml	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	-23.57954545454552	NA	NA	NA	percent	NA	22.0170454545454
Frost2013	NA	single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	35.1132686084142	ng/ml	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	22.443181818181714	NA	NA	NA	percent	NA	60.3693181818181
Frost2013	NA	single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	37.378640776699	ng/ml	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	34.375	NA	NA	NA	percent	NA	70.3125
Frost2013	NA	single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	38.5113268608414	ng/ml	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	-14.204545454545524	NA	NA	NA	percent	NA	29.8295454545454
Frost2013	NA	single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	38.5113268608414	ng/ml	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	28.409090909090907	NA	NA	NA	percent	NA	65.3409090909091
Frost2013	NA	single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	38.5113268608414	ng/ml	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	-2.272727272727238	NA	NA	NA	percent	NA	39.7727272727273
Frost2013	NA	single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	39.6440129449838	ng/ml	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	41.19318181818184	NA	NA	NA	percent	NA	75.9943181818182
Frost2013	NA	single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	39.6440129449838	ng/ml	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	13.06818181818172	NA	NA	NA	percent	NA	52.5568181818181
Frost2013	NA	single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	40.7766990291262	ng/ml	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	6.25	NA	NA	NA	percent	NA	46.875
Frost2013	NA	single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	41.9093851132686	ng/ml	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	24.147727272727238	NA	NA	NA	percent	NA	61.7897727272727
Frost2013	NA	single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	43.0420711974109	ng/ml	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	38.636363636363555	NA	NA	NA	percent	NA	73.8636363636363
Frost2013	NA	single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	43.0420711974109	ng/ml	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	31.818181818181714	NA	NA	NA	percent	NA	68.1818181818181
Frost2013	NA	single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	45.3074433656958	ng/ml	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	-1.4204545454546036	NA	NA	NA	percent	NA	40.4829545454545
Frost2013	NA	single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	46.4401294498381	ng/ml	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	-15.05681818181828	NA	NA	NA	percent	NA	29.1193181818181
Frost2013	NA	single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	47.5728155339805	ng/ml	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	-5.681818181818279	NA	NA	NA	percent	NA	36.9318181818181
Frost2013	NA	single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	48.7055016181229	ng/ml	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	42.89772727272724	NA	NA	NA	percent	NA	77.4147727272727
Frost2013	NA	single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	49.8381877022653	ng/ml	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	20.738636363636317	NA	NA	NA	percent	NA	58.9488636363636
Frost2013	NA	single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	49.8381877022653	ng/ml	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	6.25	NA	NA	NA	percent	NA	46.875
Frost2013	NA	single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	50.9708737864077	ng/ml	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	31.818181818181714	NA	NA	NA	percent	NA	68.1818181818181
Frost2013	NA	single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	52.1035598705501	ng/ml	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	25.0	NA	NA	NA	percent	NA	62.5
Frost2013	NA	single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	53.2362459546925	ng/ml	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	-9.943181818181841	NA	NA	NA	percent	NA	33.3806818181818
Frost2013	NA	single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	53.2362459546925	ng/ml	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	13.06818181818172	NA	NA	NA	percent	NA	52.5568181818181
Frost2013	NA	single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	56.6343042071197	ng/ml	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	44.60227272727275	NA	NA	NA	percent	NA	78.8352272727273
Frost2013	NA	single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	56.6343042071197	ng/ml	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	34.375	NA	NA	NA	percent	NA	70.3125
Frost2013	NA	single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	60.0323624595469	ng/ml	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	-9.09090909090908	NA	NA	NA	percent	NA	34.0909090909091
Frost2013	NA	single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	60.0323624595469	ng/ml	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	22.443181818181714	NA	NA	NA	percent	NA	60.3693181818181
Frost2013	NA	single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	60.0323624595469	ng/ml	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	30.113636363636317	NA	NA	NA	percent	NA	66.7613636363636
Frost2013	NA	single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	60.0323624595469	ng/ml	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	3.6931818181817206	NA	NA	NA	percent	NA	44.7443181818181
Frost2013	NA	single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	63.4304207119741	ng/ml	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	6.25	NA	NA	NA	percent	NA	46.875
Frost2013	NA	single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	64.5631067961165	ng/ml	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	5.397727272727238	NA	NA	NA	percent	NA	46.1647727272727
Frost2013	NA	single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	65.6957928802589	ng/ml	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	15.625	NA	NA	NA	percent	NA	54.6875
Frost2013	NA	single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	67.9611650485437	ng/ml	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	34.375	NA	NA	NA	percent	NA	70.3125
Frost2013	NA	single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	67.9611650485437	ng/ml	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	26.704545454545396	NA	NA	NA	percent	NA	63.9204545454545
Frost2013	NA	single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	69.0938511326861	ng/ml	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	46.30681818181816	NA	NA	NA	percent	NA	80.2556818181818
Frost2013	NA	single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	69.0938511326861	ng/ml	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	53.125	NA	NA	NA	percent	NA	85.9375
Frost2013	NA	single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	70.2265372168284	ng/ml	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	81.25	NA	NA	NA	percent	NA	109.375
Frost2013	NA	single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	71.3592233009708	ng/ml	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	7.954545454545396	NA	NA	NA	percent	NA	48.2954545454545
Frost2013	NA	single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	72.4919093851132	ng/ml	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	36.079545454545396	NA	NA	NA	percent	NA	71.7329545454545
Frost2013	NA	single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	74.757281553398	ng/ml	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	38.636363636363555	NA	NA	NA	percent	NA	73.8636363636363
Frost2013	NA	single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	77.0226537216828	ng/ml	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	45.454545454545396	NA	NA	NA	percent	NA	79.5454545454545
Frost2013	NA	single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	77.0226537216828	ng/ml	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	38.636363636363555	NA	NA	NA	percent	NA	73.8636363636363
Frost2013	NA	single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	77.0226537216828	ng/ml	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	30.96590909090908	NA	NA	NA	percent	NA	67.4715909090909
Frost2013	NA	single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	77.0226537216828	ng/ml	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	11.363636363636317	NA	NA	NA	percent	NA	51.1363636363636
Frost2013	NA	single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	80.42071197411	ng/ml	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	21.59090909090908	NA	NA	NA	percent	NA	59.6590909090909
Frost2013	NA	single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	81.5533980582524	ng/ml	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	4.545454545454483	NA	NA	NA	percent	NA	45.4545454545454
Frost2013	NA	single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	82.6860841423948	ng/ml	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	17.329545454545396	NA	NA	NA	percent	NA	56.1079545454545
Frost2013	NA	single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	83.8187702265372	ng/ml	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	38.636363636363555	NA	NA	NA	percent	NA	73.8636363636363
Frost2013	NA	single dose	1.0	API	NR	NR	concentration	apixaban	plasma	LC MS/MS	apixaban_vs_mPT	83.8187702265372	ng/ml	mPT (change relative)	plasma	coagulation assay	mPT_vs_apixaban	12.21590909090908	NA	NA	NA	percent	NA	51.8465909090909
