study	group	count	intervention	time	time_unit	x_measurement_type	x_substance	x_tissue	x_method	x_label	x	x_unit	y_measurement_type	y_substance	y_tissue	y_method	y_label	y	y_unit	comments
Chang2016	mild	1.0	API10	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearance_vs_auc_inf_mild	42.15536	ml/min	auc_inf	apixaban	plasma	HPLC MS/MS	auc_inf_vs_clearance_mild	4093.44033	ng*hr/ml	NA
Chang2016	mild	1.0	API10	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearance_vs_auc_inf_mild	32.90222	ml/min	auc_inf	apixaban	plasma	HPLC MS/MS	auc_inf_vs_clearance_mild	3900.06052	ng*hr/ml	NA
Chang2016	mild	1.0	API10	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearance_vs_auc_inf_mild	31.50066	ml/min	auc_inf	apixaban	plasma	HPLC MS/MS	auc_inf_vs_clearance_mild	3675.8628	ng*hr/ml	NA
Chang2016	mild	1.0	API10	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearance_vs_auc_inf_mild	31.14756	ml/min	auc_inf	apixaban	plasma	HPLC MS/MS	auc_inf_vs_clearance_mild	3511.37351	ng*hr/ml	NA
Chang2016	moderate	1.0	API10	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearance_vs_auc_inf_moderate	53.8947	ml/min	auc_inf	apixaban	plasma	HPLC MS/MS	auc_inf_vs_clearance_moderate	6021.57683	ng*hr/ml	NA
Chang2016	moderate	1.0	API10	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearance_vs_auc_inf_moderate	52.98643	ml/min	auc_inf	apixaban	plasma	HPLC MS/MS	auc_inf_vs_clearance_moderate	4585.7839	ng*hr/ml	NA
Chang2016	moderate	1.0	API10	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearance_vs_auc_inf_moderate	54.38239	ml/min	auc_inf	apixaban	plasma	HPLC MS/MS	auc_inf_vs_clearance_moderate	4585.62328	ng*hr/ml	NA
Chang2016	moderate	1.0	API10	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearance_vs_auc_inf_moderate	65.01696	ml/min	auc_inf	apixaban	plasma	HPLC MS/MS	auc_inf_vs_clearance_moderate	4195.51083	ng*hr/ml	NA
Chang2016	moderate	1.0	API10	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearance_vs_auc_inf_moderate	60.10982	ml/min	auc_inf	apixaban	plasma	HPLC MS/MS	auc_inf_vs_clearance_moderate	3343.51132	ng*hr/ml	NA
Chang2016	moderate	1.0	API10	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearance_vs_auc_inf_moderate	58.00468	ml/min	auc_inf	apixaban	plasma	HPLC MS/MS	auc_inf_vs_clearance_moderate	2895.03558	ng*hr/ml	NA
Chang2016	moderate	1.0	API10	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearance_vs_auc_inf_moderate	76.14818	ml/min	auc_inf	apixaban	plasma	HPLC MS/MS	auc_inf_vs_clearance_moderate	2728.41815	ng*hr/ml	NA
Chang2016	moderate	1.0	API10	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearance_vs_auc_inf_moderate	64.96551	ml/min	auc_inf	apixaban	plasma	HPLC MS/MS	auc_inf_vs_clearance_moderate	2131.41418	ng*hr/ml	NA
Chang2016	moderate	1.0	API10	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearance_vs_auc_inf_moderate	52.05727	ml/min	auc_inf	apixaban	plasma	HPLC MS/MS	auc_inf_vs_clearance_moderate	2312.38653	ng*hr/ml	NA
Chang2016	moderate	1.0	API10	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearance_vs_auc_inf_moderate	51.3563	ml/min	auc_inf	apixaban	plasma	HPLC MS/MS	auc_inf_vs_clearance_moderate	2192.80906	ng*hr/ml	NA
Chang2016	severe	1.0	API10	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearance_vs_auc_inf_severe	104.10186	ml/min	auc_inf	apixaban	plasma	HPLC MS/MS	auc_inf_vs_clearance_severe	4101.27029	ng*hr/ml	NA
Chang2016	severe	1.0	API10	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearance_vs_auc_inf_severe	87.66381	ml/min	auc_inf	apixaban	plasma	HPLC MS/MS	auc_inf_vs_clearance_severe	2682.22141	ng*hr/ml	NA
Chang2016	severe	1.0	API10	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearance_vs_auc_inf_severe	89.92032	ml/min	auc_inf	apixaban	plasma	HPLC MS/MS	auc_inf_vs_clearance_severe	2203.32931	ng*hr/ml	NA
Chang2016	severe	1.0	API10	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearance_vs_auc_inf_severe	101.95459	ml/min	auc_inf	apixaban	plasma	HPLC MS/MS	auc_inf_vs_clearance_severe	1962.62846	ng*hr/ml	NA
Chang2016	severe	1.0	API10	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearance_vs_auc_inf_severe	107.89268	ml/min	auc_inf	apixaban	plasma	HPLC MS/MS	auc_inf_vs_clearance_severe	2171.34695	ng*hr/ml	NA
Chang2016	severe	1.0	API10	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearance_vs_auc_inf_severe	108.24801	ml/min	auc_inf	apixaban	plasma	HPLC MS/MS	auc_inf_vs_clearance_severe	2425.57957	ng*hr/ml	NA
Chang2016	severe	1.0	API10	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearance_vs_auc_inf_severe	126.40232	ml/min	auc_inf	apixaban	plasma	HPLC MS/MS	auc_inf_vs_clearance_severe	2692.72158	ng*hr/ml	NA
Chang2016	severe	1.0	API10	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearance_vs_auc_inf_severe	126.92171	ml/min	auc_inf	apixaban	plasma	HPLC MS/MS	auc_inf_vs_clearance_severe	2528.13191	ng*hr/ml	NA
Chang2016	normal	1.0	API10	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearance_vs_cmax_normal	25.28535	ml/min	cmax	apixaban	plasma	HPLC MS/MS	cmax_vs_clearance_normal	332.19555	ng/ml	NA
Chang2016	normal	1.0	API10	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearance_vs_cmax_normal	25.23261	ml/min	cmax	apixaban	plasma	HPLC MS/MS	cmax_vs_clearance_normal	268.10258	ng/ml	NA
Chang2016	normal	1.0	API10	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearance_vs_cmax_normal	26.37626	ml/min	cmax	apixaban	plasma	HPLC MS/MS	cmax_vs_clearance_normal	258.07076	ng/ml	NA
Chang2016	normal	1.0	API10	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearance_vs_cmax_normal	27.85982	ml/min	cmax	apixaban	plasma	HPLC MS/MS	cmax_vs_clearance_normal	261.16837	ng/ml	NA
Chang2016	normal	1.0	API10	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearance_vs_cmax_normal	15.99514	ml/min	cmax	apixaban	plasma	HPLC MS/MS	cmax_vs_clearance_normal	241.02068	ng/ml	NA
Chang2016	normal	1.0	API10	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearance_vs_cmax_normal	26.09988	ml/min	cmax	apixaban	plasma	HPLC MS/MS	cmax_vs_clearance_normal	122.16178	ng/ml	NA
Chang2016	normal	1.0	API10	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearance_vs_cmax_normal	27.40046	ml/min	cmax	apixaban	plasma	HPLC MS/MS	cmax_vs_clearance_normal	102.86449	ng/ml	NA
Chang2016	mild	1.0	API10	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearance_vs_cmax_mild	36.32914	ml/min	cmax	apixaban	plasma	HPLC MS/MS	cmax_vs_clearance_mild	354.65498	ng/ml	NA
Chang2016	mild	1.0	API10	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearance_vs_cmax_mild	45.36584	ml/min	cmax	apixaban	plasma	HPLC MS/MS	cmax_vs_clearance_mild	337.72024	ng/ml	NA
Chang2016	mild	1.0	API10	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearance_vs_cmax_mild	46.18355	ml/min	cmax	apixaban	plasma	HPLC MS/MS	cmax_vs_clearance_mild	331.54749	ng/ml	NA
Chang2016	mild	1.0	API10	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearance_vs_cmax_mild	31.99727	ml/min	cmax	apixaban	plasma	HPLC MS/MS	cmax_vs_clearance_mild	289.76438	ng/ml	NA
Chang2016	mild	1.0	API10	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearance_vs_cmax_mild	42.17571	ml/min	cmax	apixaban	plasma	HPLC MS/MS	cmax_vs_clearance_mild	260.48121	ng/ml	NA
Chang2016	mild	1.0	API10	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearance_vs_cmax_mild	31.29012	ml/min	cmax	apixaban	plasma	HPLC MS/MS	cmax_vs_clearance_mild	230.30072	ng/ml	NA
Chang2016	mild	1.0	API10	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearance_vs_cmax_mild	33.59012	ml/min	cmax	apixaban	plasma	HPLC MS/MS	cmax_vs_clearance_mild	225.68118	ng/ml	NA
Chang2016	moderate	1.0	API10	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearance_vs_cmax_moderate	53.1026	ml/min	cmax	apixaban	plasma	HPLC MS/MS	cmax_vs_clearance_moderate	340.855	ng/ml	NA
Chang2016	moderate	1.0	API10	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearance_vs_cmax_moderate	65.10642	ml/min	cmax	apixaban	plasma	HPLC MS/MS	cmax_vs_clearance_moderate	330.11549	ng/ml	NA
Chang2016	moderate	1.0	API10	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearance_vs_cmax_moderate	54.23735	ml/min	cmax	apixaban	plasma	HPLC MS/MS	cmax_vs_clearance_moderate	320.01232	ng/ml	NA
Chang2016	moderate	1.0	API10	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearance_vs_cmax_moderate	54.23735	ml/min	cmax	apixaban	plasma	HPLC MS/MS	cmax_vs_clearance_moderate	320.01232	ng/ml	NA
Chang2016	moderate	1.0	API10	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearance_vs_cmax_moderate	52.35224	ml/min	cmax	apixaban	plasma	HPLC MS/MS	cmax_vs_clearance_moderate	228.88143	ng/ml	NA
Chang2016	moderate	1.0	API10	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearance_vs_cmax_moderate	58.249	ml/min	cmax	apixaban	plasma	HPLC MS/MS	cmax_vs_clearance_moderate	195.71182	ng/ml	NA
Chang2016	moderate	1.0	API10	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearance_vs_cmax_moderate	59.72557	ml/min	cmax	apixaban	plasma	HPLC MS/MS	cmax_vs_clearance_moderate	190.31519	ng/ml	NA
Chang2016	moderate	1.0	API10	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearance_vs_cmax_moderate	76.19342	ml/min	cmax	apixaban	plasma	HPLC MS/MS	cmax_vs_clearance_moderate	205.08482	ng/ml	NA
Chang2016	moderate	1.0	API10	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearance_vs_cmax_moderate	51.13553	ml/min	cmax	apixaban	plasma	HPLC MS/MS	cmax_vs_clearance_moderate	150.10972	ng/ml	NA
Chang2016	moderate	1.0	API10	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearance_vs_cmax_moderate	64.94885	ml/min	cmax	apixaban	plasma	HPLC MS/MS	cmax_vs_clearance_moderate	138.60876	ng/ml	NA
Chang2016	severe	1.0	API10	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearance_vs_cmax_severe	103.94841	ml/min	cmax	apixaban	plasma	HPLC MS/MS	cmax_vs_clearance_severe	338.06822	ng/ml	NA
Chang2016	severe	1.0	API10	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearance_vs_cmax_severe	88.0797	ml/min	cmax	apixaban	plasma	HPLC MS/MS	cmax_vs_clearance_severe	251.48747	ng/ml	NA
Chang2016	severe	1.0	API10	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearance_vs_cmax_severe	108.15003	ml/min	cmax	apixaban	plasma	HPLC MS/MS	cmax_vs_clearance_severe	244.65688	ng/ml	NA
Chang2016	severe	1.0	API10	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearance_vs_cmax_severe	126.42293	ml/min	cmax	apixaban	plasma	HPLC MS/MS	cmax_vs_clearance_severe	253.25963	ng/ml	NA
Chang2016	severe	1.0	API10	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearance_vs_cmax_severe	126.88738	ml/min	cmax	apixaban	plasma	HPLC MS/MS	cmax_vs_clearance_severe	217.74116	ng/ml	NA
Chang2016	severe	1.0	API10	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearance_vs_cmax_severe	108.43658	ml/min	cmax	apixaban	plasma	HPLC MS/MS	cmax_vs_clearance_severe	192.92113	ng/ml	NA
Chang2016	severe	1.0	API10	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearance_vs_cmax_severe	101.69988	ml/min	cmax	apixaban	plasma	HPLC MS/MS	cmax_vs_clearance_severe	205.23633	ng/ml	NA
Chang2016	severe	1.0	API10	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearance_vs_cmax_severe	90.13127	ml/min	cmax	apixaban	plasma	HPLC MS/MS	cmax_vs_clearance_severe	144.93595	ng/ml	NA
