study	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	sd	se	unit	comments
Frost2021a	mild	8.0	API5	INR (change)	NA	plasma	coagulation assay	inr_mild	24.0	hr	NA	1.30604	3.48928	2.1832399999999996	0.7718919044788588	percent	NA
Frost2021a	mild	8.0	API5	INR (change)	NA	plasma	coagulation assay	inr_mild	48.0	hr	NA	0.99415	3.7232	2.72905	0.9648648805985737	percent	NA
Frost2021a	mild	8.0	API5	INR (change)	NA	plasma	coagulation assay	inr_mild	72.0	hr	NA	1.92982	3.95712	2.0273000000000003	0.716758788749744	percent	NA
Frost2021a	mild	8.0	API5	INR (change)	NA	plasma	coagulation assay	inr_mild	96.0	hr	NA	-0.17544	1.92982	2.10526	0.7443218110803954	percent	NA
Frost2021a	moderate	8.0	API5	INR (change)	NA	plasma	coagulation assay	inr_moderate	0.0	hr	NA	0.0	NA	NA	NA	percent	NA
Frost2021a	moderate	8.0	API5	INR (change)	NA	plasma	coagulation assay	inr_moderate	3.0	hr	NA	12.76803	14.87329	2.1052600000000012	0.7443218110803959	percent	NA
Frost2021a	moderate	8.0	API5	INR (change)	NA	plasma	coagulation assay	inr_moderate	3.5	hr	NA	15.57505	20.25341	4.67836	1.654050040415948	percent	NA
Frost2021a	moderate	8.0	API5	INR (change)	NA	plasma	coagulation assay	inr_moderate	6.0	hr	NA	13.54776	16.04288	2.49512	0.8821581359370891	percent	NA
Frost2021a	moderate	8.0	API5	INR (change)	NA	plasma	coagulation assay	inr_moderate	12.0	hr	NA	8.24561	11.52047	3.2748600000000003	1.1578378567182885	percent	NA
Frost2021a	moderate	8.0	API5	INR (change)	NA	plasma	coagulation assay	inr_moderate	24.0	hr	NA	2.39766	3.48928	1.0916199999999998	0.3859459522394294	percent	NA
Frost2021a	moderate	8.0	API5	INR (change)	NA	plasma	coagulation assay	inr_moderate	48.0	hr	NA	-0.64327	2.16374	2.80701	0.9924279029292253	percent	NA
Frost2021a	moderate	8.0	API5	INR (change)	NA	plasma	coagulation assay	inr_moderate	72.0	hr	NA	0.91618	2.8655	1.94932	0.6891886953512804	percent	NA
Frost2021a	moderate	8.0	API5	INR (change)	NA	plasma	coagulation assay	inr_moderate	96.0	hr	NA	0.83821	4.73684	3.89863	1.3783738551686546	percent	NA
Frost2021a	healthy	16.0	aPTT	aPTT (change relative)	NA	plasma	coagulation assay	aPTT_healthy	0.0	hr	NA	0.0	NA	NA	NA	percent	aPTT
Frost2021a	healthy	16.0	aPTT	aPTT (change relative)	NA	plasma	coagulation assay	aPTT_healthy	3.0	hr	NA	9.32268	12.29406	2.97138	0.742845	percent	NA
Frost2021a	healthy	16.0	aPTT	aPTT (change relative)	NA	plasma	coagulation assay	aPTT_healthy	3.5	hr	NA	7.15101	11.22723	4.07622	1.019055	percent	NA
Frost2021a	healthy	16.0	aPTT	aPTT (change relative)	NA	plasma	coagulation assay	aPTT_healthy	6.0	hr	NA	3.64531	6.46435	2.8190399999999998	0.7047599999999999	percent	NA
Frost2021a	healthy	16.0	aPTT	aPTT (change relative)	NA	plasma	coagulation assay	aPTT_healthy	12.0	hr	NA	-0.85225	1.85247	2.70472	0.67618	percent	NA
Frost2021a	healthy	16.0	aPTT	aPTT (change relative)	NA	plasma	coagulation assay	aPTT_healthy	24.0	hr	NA	1.61916	5.31439	3.6952300000000005	0.9238075000000001	percent	NA
Frost2021a	healthy	16.0	aPTT	aPTT (change relative)	NA	plasma	coagulation assay	aPTT_healthy	48.0	hr	NA	1.19055	2.82868	1.6381299999999999	0.40953249999999997	percent	NA
Frost2021a	healthy	16.0	aPTT	aPTT (change relative)	NA	plasma	coagulation assay	aPTT_healthy	72.0	hr	NA	-2.32369	-0.07616	2.2475300000000002	0.5618825000000001	percent	NA
Frost2021a	healthy	16.0	aPTT	aPTT (change relative)	NA	plasma	coagulation assay	aPTT_healthy	96.0	hr	NA	-1.53326	0.56193	2.09519	0.5237975	percent	NA
Frost2021a	mild	8.0	aPTT	aPTT (change relative)	NA	plasma	coagulation assay	aPTT_mild	0.0	hr	NA	0.0	NA	NA	NA	percent	NA
Frost2021a	mild	8.0	aPTT	aPTT (change relative)	NA	plasma	coagulation assay	aPTT_mild	3.0	hr	NA	8.56086	12.67509	4.114230000000001	1.4545999661805649	percent	NA
Frost2021a	mild	8.0	aPTT	aPTT (change relative)	NA	plasma	coagulation assay	aPTT_mild	3.5	hr	NA	9.47485	11.72247	2.2476199999999995	0.7946536717652537	percent	NA
Frost2021a	mild	8.0	aPTT	aPTT (change relative)	NA	plasma	coagulation assay	aPTT_mild	6.0	hr	NA	7.2263	12.67391	5.447609999999999	1.9260209861298236	percent	NA
Frost2021a	mild	8.0	aPTT	aPTT (change relative)	NA	plasma	coagulation assay	aPTT_mild	12.0	hr	NA	0.86204	2.53822	1.67618	0.5926191222446335	percent	NA
Frost2021a	mild	8.0	aPTT	aPTT (change relative)	NA	plasma	coagulation assay	aPTT_mild	24.0	hr	NA	1.3144	2.95249	1.63809	0.5791522735969358	percent	NA
Frost2021a	mild	8.0	aPTT	aPTT (change relative)	NA	plasma	coagulation assay	aPTT_mild	48.0	hr	NA	-0.67608	2.48578	3.16186	1.1178863235812484	percent	NA
Frost2021a	mild	8.0	aPTT	aPTT (change relative)	NA	plasma	coagulation assay	aPTT_mild	72.0	hr	NA	0.76189	3.58106	2.8191699999999997	0.9967271121588395	percent	NA
Frost2021a	mild	8.0	aPTT	aPTT (change relative)	NA	plasma	coagulation assay	aPTT_mild	96.0	hr	NA	-1.91425	-0.7333	1.1809500000000002	0.4175288766211267	percent	NA
Frost2021a	moderate	8.0	aPTT	aPTT (change relative)	NA	plasma	coagulation assay	aPTT_moderate	0.0	hr	NA	0.0	NA	NA	NA	percent	NA
Frost2021a	moderate	8.0	aPTT	aPTT (change relative)	NA	plasma	coagulation assay	aPTT_moderate	3.0	hr	NA	10.50367	12.97989	2.4762199999999996	0.8754759768548762	percent	NA
Frost2021a	moderate	8.0	aPTT	aPTT (change relative)	NA	plasma	coagulation assay	aPTT_moderate	3.5	hr	NA	10.46533	13.20818	2.7428500000000007	0.9697439173887611	percent	NA
Frost2021a	moderate	8.0	aPTT	aPTT (change relative)	NA	plasma	coagulation assay	aPTT_moderate	6.0	hr	NA	3.37869	6.65487	3.2761799999999996	1.1583045471938713	percent	NA
Frost2021a	moderate	8.0	aPTT	aPTT (change relative)	NA	plasma	coagulation assay	aPTT_moderate	12.0	hr	NA	-0.47134	2.11918	2.59052	0.9158871293996875	percent	NA
Frost2021a	moderate	8.0	aPTT	aPTT (change relative)	NA	plasma	coagulation assay	aPTT_moderate	24.0	hr	NA	-1.5427	-0.17127	1.37143	0.48487372646133337	percent	NA
Frost2021a	moderate	8.0	aPTT	aPTT (change relative)	NA	plasma	coagulation assay	aPTT_moderate	48.0	hr	NA	0.00964	1.57154	1.5618999999999998	0.5522150407676342	percent	NA
Frost2021a	moderate	8.0	aPTT	aPTT (change relative)	NA	plasma	coagulation assay	aPTT_moderate	72.0	hr	NA	1.86673	3.16197	1.2952400000000002	0.4579364936320319	percent	NA
Frost2021a	moderate	8.0	aPTT	aPTT (change relative)	NA	plasma	coagulation assay	aPTT_moderate	96.0	hr	NA	-1.07616	0.67622	1.75238	0.619559890607841	percent	NA
