study	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	sd	se	unit	comments
Frost2021a	mild	8.0	API5	concentration	apixaban	plasma	HPLC MS/MS	apixaban_mild_log	48.0	hr	NA	2.50984	5.0309	2.52106	0.8913293108890786	ng/ml	NA
Frost2021a	mild	8.0	API5	concentration	apixaban	plasma	HPLC MS/MS	apixaban_mild_log	60.0	hr	NA	1.46402	NA	NA	NA	ng/ml	NA
Frost2021a	mild	8.0	API5	concentration	apixaban	plasma	HPLC MS/MS	apixaban_mild_log	72.0	hr	NA	1.47925	NA	NA	NA	ng/ml	NA
Frost2021a	moderate	8.0	API5	concentration	apixaban	plasma	HPLC MS/MS	apixaban_moderate_log	0.0	hr	NA	NA	NA	NA	NA	ng/ml	NA
Frost2021a	moderate	8.0	API5	concentration	apixaban	plasma	HPLC MS/MS	apixaban_moderate_log	1.0	hr	NA	86.73991	123.9654	37.22549000000001	13.161198205996008	ng/ml	NA
Frost2021a	moderate	8.0	API5	concentration	apixaban	plasma	HPLC MS/MS	apixaban_moderate_log	2.0	hr	NA	105.10185	152.27058	47.16873	16.676664421478666	ng/ml	NA
Frost2021a	moderate	8.0	API5	concentration	apixaban	plasma	HPLC MS/MS	apixaban_moderate_log	2.5	hr	NA	108.01197	146.10668	38.094710000000006	13.468513884167493	ng/ml	NA
Frost2021a	moderate	8.0	API5	concentration	apixaban	plasma	HPLC MS/MS	apixaban_moderate_log	3.0	hr	NA	112.53758	146.08421	33.54663000000001	11.860524779478038	ng/ml	NA
Frost2021a	moderate	8.0	API5	concentration	apixaban	plasma	HPLC MS/MS	apixaban_moderate_log	3.5	hr	NA	109.47185	148.08601	38.614159999999984	13.652167192911161	ng/ml	NA
Frost2021a	moderate	8.0	API5	concentration	apixaban	plasma	HPLC MS/MS	apixaban_moderate_log	4.0	hr	NA	105.03721	148.05868	43.02147000000001	15.21038658680681	ng/ml	NA
Frost2021a	moderate	8.0	API5	concentration	apixaban	plasma	HPLC MS/MS	apixaban_moderate_log	6.0	hr	NA	76.54445	106.4307	29.886250000000004	10.56638501961823	ng/ml	NA
Frost2021a	moderate	8.0	API5	concentration	apixaban	plasma	HPLC MS/MS	apixaban_moderate_log	8.0	hr	NA	55.78416	76.50443	20.72027	7.325721712508092	ng/ml	NA
Frost2021a	moderate	8.0	API5	concentration	apixaban	plasma	HPLC MS/MS	apixaban_moderate_log	12.0	hr	NA	28.04284	42.3396	14.296759999999995	5.054667972498291	ng/ml	NA
Frost2021a	moderate	8.0	API5	concentration	apixaban	plasma	HPLC MS/MS	apixaban_moderate_log	16.0	hr	NA	17.3203	26.88037	9.56007	3.3799951628090383	ng/ml	NA
Frost2021a	moderate	8.0	API5	concentration	apixaban	plasma	HPLC MS/MS	apixaban_moderate_log	24.0	hr	NA	10.83425	16.35825	5.524000000000001	1.9530289296372445	ng/ml	NA
Frost2021a	moderate	8.0	API5	concentration	apixaban	plasma	HPLC MS/MS	apixaban_moderate_log	30.0	hr	NA	6.41819	10.52258	4.1043899999999995	1.4511210008171267	ng/ml	NA
Frost2021a	moderate	8.0	API5	concentration	apixaban	plasma	HPLC MS/MS	apixaban_moderate_log	36.0	hr	NA	5.2868	8.31809	3.0312899999999994	1.0717228573714845	ng/ml	NA
Frost2021a	moderate	8.0	API5	concentration	apixaban	plasma	HPLC MS/MS	apixaban_moderate_log	48.0	hr	NA	3.44208	4.52993	1.0878500000000004	0.384613055956893	ng/ml	NA
Frost2021a	moderate	8.0	API5	concentration	apixaban	plasma	HPLC MS/MS	apixaban_moderate_log	60.0	hr	NA	1.79897	3.29179	1.4928200000000003	0.527791572545451	ng/ml	NA
Frost2021a	moderate	8.0	API5	concentration	apixaban	plasma	HPLC MS/MS	apixaban_moderate_log	72.0	hr	NA	2.26422	3.28047	1.0162500000000003	0.35929863319041455	ng/ml	NA
Frost2021a	moderate	8.0	API5	concentration	apixaban	plasma	HPLC MS/MS	apixaban_moderate_log	96.0	hr	NA	1.88113	2.2799	0.39877000000000007	0.1409864855668798	ng/ml	NA
Frost2021a	healthy	16.0	API5	concentration	apixaban	plasma	HPLC MS/MS	apixaban_healthy	0.0	hr	NA	NA	NA	NA	NA	ng/ml	linear
Frost2021a	healthy	16.0	API5	concentration	apixaban	plasma	HPLC MS/MS	apixaban_healthy	1.0	hr	NA	75.45432	121.60816	46.15384	11.53846	ng/ml	linear
Frost2021a	healthy	16.0	API5	concentration	apixaban	plasma	HPLC MS/MS	apixaban_healthy	2.0	hr	NA	104.46091	140.55558	36.094669999999994	9.023667499999998	ng/ml	linear
Frost2021a	healthy	16.0	API5	concentration	apixaban	plasma	HPLC MS/MS	apixaban_healthy	2.5	hr	NA	107.42607	137.01318	29.58711000000001	7.3967775000000024	ng/ml	linear
Frost2021a	healthy	16.0	API5	concentration	apixaban	plasma	HPLC MS/MS	apixaban_healthy	3.0	hr	NA	108.61608	135.8337	27.217619999999997	6.804404999999999	ng/ml	linear
Frost2021a	healthy	16.0	API5	concentration	apixaban	plasma	HPLC MS/MS	apixaban_healthy	3.5	hr	NA	105.95928	136.72786	30.768579999999986	7.6921449999999965	ng/ml	linear
Frost2021a	healthy	16.0	API5	concentration	apixaban	plasma	HPLC MS/MS	apixaban_healthy	4.0	hr	NA	105.07961	131.70419	26.62458000000001	6.656145000000002	ng/ml	linear
Frost2021a	healthy	16.0	API5	concentration	apixaban	plasma	HPLC MS/MS	apixaban_healthy	6.0	hr	NA	73.14867	100.66346	27.514790000000005	6.878697500000001	ng/ml	linear
Frost2021a	healthy	16.0	API5	concentration	apixaban	plasma	HPLC MS/MS	apixaban_healthy	8.0	hr	NA	51.87322	72.28676	20.413539999999998	5.103384999999999	ng/ml	linear
Frost2021a	healthy	16.0	API5	concentration	apixaban	plasma	HPLC MS/MS	apixaban_healthy	12.0	hr	NA	27.66091	40.97518	13.31427	3.3285675	ng/ml	linear
Frost2021a	healthy	16.0	API5	concentration	apixaban	plasma	HPLC MS/MS	apixaban_healthy	16.0	hr	NA	16.76551	25.63927	8.87376	2.21844	ng/ml	linear
Frost2021a	healthy	16.0	API5	concentration	apixaban	plasma	HPLC MS/MS	apixaban_healthy	24.0	hr	NA	8.87409	16.86226	7.988169999999998	1.9970424999999996	ng/ml	linear
Frost2021a	healthy	16.0	API5	concentration	apixaban	plasma	HPLC MS/MS	apixaban_healthy	30.0	hr	NA	5.69206	8.6513	2.959240000000001	0.7398100000000003	ng/ml	linear
Frost2021a	healthy	16.0	API5	concentration	apixaban	plasma	HPLC MS/MS	apixaban_healthy	36.0	hr	NA	3.40154	8.72633	5.324790000000001	1.3311975000000003	ng/ml	linear
Frost2021a	healthy	16.0	API5	concentration	apixaban	plasma	HPLC MS/MS	apixaban_healthy	48.0	hr	NA	1.77383	5.32413	3.5503	0.887575	ng/ml	linear
Frost2021a	mild	8.0	API5	concentration	apixaban	plasma	HPLC MS/MS	apixaban_mild	0.0	hr	NA	NA	NA	NA	NA	ng/ml	linear
Frost2021a	mild	8.0	API5	concentration	apixaban	plasma	HPLC MS/MS	apixaban_mild	1.0	hr	NA	67.17029	105.04012	37.86983000000001	13.389006797690879	ng/ml	linear
Frost2021a	mild	8.0	API5	concentration	apixaban	plasma	HPLC MS/MS	apixaban_mild	2.0	hr	NA	91.1473	131.67984	40.53254000000001	14.330416946357495	ng/ml	linear
Frost2021a	mild	8.0	API5	concentration	apixaban	plasma	HPLC MS/MS	apixaban_mild	2.5	hr	NA	97.06972	133.75743	36.687709999999996	12.971064263602754	ng/ml	linear
Frost2021a	mild	8.0	API5	concentration	apixaban	plasma	HPLC MS/MS	apixaban_mild	3.0	hr	NA	96.77913	131.98755	35.208420000000004	12.448056268432032	ng/ml	linear
Frost2021a	mild	8.0	API5	concentration	apixaban	plasma	HPLC MS/MS	apixaban_mild	3.5	hr	NA	101.52076	125.48591	23.96515000000001	8.472960038576398	ng/ml	linear
Frost2021a	mild	8.0	API5	concentration	apixaban	plasma	HPLC MS/MS	apixaban_mild	4.0	hr	NA	102.71274	122.23674	19.524	6.902776397943077	ng/ml	linear
Frost2021a	mild	8.0	API5	concentration	apixaban	plasma	HPLC MS/MS	apixaban_mild	6.0	hr	NA	78.77128	104.80679	26.035510000000002	9.204942836325085	ng/ml	linear
Frost2021a	mild	8.0	API5	concentration	apixaban	plasma	HPLC MS/MS	apixaban_mild	8.0	hr	NA	56.31043	77.31635	21.005920000000003	7.426714238531062	ng/ml	linear
Frost2021a	mild	8.0	API5	concentration	apixaban	plasma	HPLC MS/MS	apixaban_mild	12.0	hr	NA	32.39464	46.59582	14.20118	5.0208753394253876	ng/ml	linear
Frost2021a	mild	8.0	API5	concentration	apixaban	plasma	HPLC MS/MS	apixaban_mild	16.0	hr	NA	17.06005	26.82336	9.76331	3.4518513539132156	ng/ml	linear
Frost2021a	mild	8.0	API5	concentration	apixaban	plasma	HPLC MS/MS	apixaban_mild	24.0	hr	NA	10.35338	13.90434	3.55096	1.2554539478610913	ng/ml	linear
Frost2021a	mild	8.0	API5	concentration	apixaban	plasma	HPLC MS/MS	apixaban_mild	30.0	hr	NA	5.98989	8.94715	2.9572600000000007	1.0455492998658649	ng/ml	linear
Frost2021a	mild	8.0	API5	concentration	apixaban	plasma	HPLC MS/MS	apixaban_mild	36.0	hr	NA	4.88083	7.83876	2.95793	1.0457861806375623	ng/ml	linear
Frost2021a	mild	8.0	API5	concentration	apixaban	plasma	HPLC MS/MS	apixaban_mild	48.0	hr	NA	2.36621	5.0309	2.66469	0.9421101843799905	ng/ml	linear
Frost2021a	moderate	8.0	API5	concentration	apixaban	plasma	HPLC MS/MS	apixaban_moderate	0.0	hr	NA	NA	NA	NA	NA	ng/ml	linear
Frost2021a	moderate	8.0	API5	concentration	apixaban	plasma	HPLC MS/MS	apixaban_moderate	1.0	hr	NA	85.80803	121.31231	35.504279999999994	12.552658574572956	ng/ml	linear
Frost2021a	moderate	8.0	API5	concentration	apixaban	plasma	HPLC MS/MS	apixaban_moderate	2.0	hr	NA	105.64302	145.28931	39.64628999999999	14.0170802539442	ng/ml	linear
Frost2021a	moderate	8.0	API5	concentration	apixaban	plasma	HPLC MS/MS	apixaban_moderate	2.5	hr	NA	108.60884	145.29589	36.68705000000001	12.970830918364967	ng/ml	linear
Frost2021a	moderate	8.0	API5	concentration	apixaban	plasma	HPLC MS/MS	apixaban_moderate	3.0	hr	NA	109.503	144.70944	35.20644	12.447356232718656	ng/ml	linear
Frost2021a	moderate	8.0	API5	concentration	apixaban	plasma	HPLC MS/MS	apixaban_moderate	3.5	hr	NA	105.36625	142.0533	36.68705000000001	12.970830918364967	ng/ml	linear
Frost2021a	moderate	8.0	API5	concentration	apixaban	plasma	HPLC MS/MS	apixaban_moderate	4.0	hr	NA	101.82254	143.83503	42.012489999999985	14.853658286766002	ng/ml	linear
Frost2021a	moderate	8.0	API5	concentration	apixaban	plasma	HPLC MS/MS	apixaban_moderate	6.0	hr	NA	71.07634	87.64637	16.570030000000003	5.858390288732265	ng/ml	linear
Frost2021a	moderate	8.0	API5	concentration	apixaban	plasma	HPLC MS/MS	apixaban_moderate	8.0	hr	NA	52.16776	66.96198	14.794219999999996	5.230546642182821	ng/ml	linear
Frost2021a	moderate	8.0	API5	concentration	apixaban	plasma	HPLC MS/MS	apixaban_moderate	12.0	hr	NA	27.36571	35.35388	7.988169999999997	2.8242445881354703	ng/ml	linear
Frost2021a	moderate	8.0	API5	concentration	apixaban	plasma	HPLC MS/MS	apixaban_moderate	16.0	hr	NA	16.76353	22.68069	5.917159999999999	2.0920319806828953	ng/ml	linear
Frost2021a	moderate	8.0	API5	concentration	apixaban	plasma	HPLC MS/MS	apixaban_moderate	24.0	hr	NA	11.24162	15.08711	3.84549	1.3595860279925283	ng/ml	linear
Frost2021a	moderate	8.0	API5	concentration	apixaban	plasma	HPLC MS/MS	apixaban_moderate	30.0	hr	NA	7.17332	11.31402	4.140699999999999	1.463958524429568	ng/ml	linear
Frost2021a	moderate	8.0	API5	concentration	apixaban	plasma	HPLC MS/MS	apixaban_moderate	36.0	hr	NA	6.06361	9.31805	3.2544399999999998	1.1506182964823737	ng/ml	linear
Frost2021a	moderate	8.0	API5	concentration	apixaban	plasma	HPLC MS/MS	apixaban_moderate	48.0	hr	NA	4.1407	5.91584	1.7751400000000004	0.6276067657777441	ng/ml	linear
