study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	mean	mean_pm	sd	se	unit	comments
Frost2014a	NA	all	21.0	API10, NAPR500	concentration	apixaban	plasma	LC MS/MS	API10, NAPR500_all_apixaban	2.0	hr	240.384615384615	NA	NA	NA	ng/ml	NA
Frost2014a	NA	all	21.0	API10, NAPR500	concentration	apixaban	plasma	LC MS/MS	API10, NAPR500_all_apixaban	3.0	hr	269.831730769231	NA	NA	NA	ng/ml	NA
Frost2014a	NA	all	21.0	API10, NAPR500	concentration	apixaban	plasma	LC MS/MS	API10, NAPR500_all_apixaban	4.0	hr	261.418269230769	NA	NA	NA	ng/ml	NA
Frost2014a	NA	all	21.0	API10, NAPR500	concentration	apixaban	plasma	LC MS/MS	API10, NAPR500_all_apixaban	6.0	hr	175.480769230769	NA	NA	NA	ng/ml	NA
Frost2014a	NA	all	21.0	API10, NAPR500	concentration	apixaban	plasma	LC MS/MS	API10, NAPR500_all_apixaban	8.0	hr	119.591346153846	NA	NA	NA	ng/ml	NA
Frost2014a	NA	all	21.0	API10, NAPR500	concentration	apixaban	plasma	LC MS/MS	API10, NAPR500_all_apixaban	12.0	hr	66.1057692307692	NA	NA	NA	ng/ml	NA
Frost2014a	NA	all	21.0	API10, NAPR500	concentration	apixaban	plasma	LC MS/MS	API10, NAPR500_all_apixaban	18.0	hr	31.8509615384615	NA	NA	NA	ng/ml	NA
Frost2014a	NA	all	21.0	API10, NAPR500	concentration	apixaban	plasma	LC MS/MS	API10, NAPR500_all_apixaban	24.0	hr	22.2355769230768	NA	NA	NA	ng/ml	NA
Frost2014a	NA	all	21.0	API10, NAPR500	concentration	apixaban	plasma	LC MS/MS	API10, NAPR500_all_apixaban	36.0	hr	7.81249999999994	NA	NA	NA	ng/ml	NA
Frost2014a	NA	all	21.0	API10, NAPR500	concentration	apixaban	plasma	LC MS/MS	API10, NAPR500_all_apixaban	48.0	hr	6.00961538461536	NA	NA	NA	ng/ml	NA
Frost2014a	NA	all	21.0	API10, NAPR500	concentration	apixaban	plasma	LC MS/MS	API10, NAPR500_all_apixaban	60.0	hr	3.60576923076917	NA	NA	NA	ng/ml	NA
Frost2014a	NA	all	21.0	API10, NAPR500	concentration	apixaban	plasma	LC MS/MS	API10, NAPR500_all_apixaban	72.0	hr	3.00480769230762	NA	NA	NA	ng/ml	NA
Frost2014a	NA	all	21.0	NAPR500	concentration	naproxen	plasma	LC MS/MS	NAPR500_all_naproxen	0.0	hr	0.0	NA	NA	NA	ng/ml	NA
Frost2014a	NA	all	21.0	NAPR500	concentration	naproxen	plasma	LC MS/MS	NAPR500_all_naproxen	1.0	hr	44.8825275894908	NA	NA	NA	ng/ml	NA
Frost2014a	NA	all	21.0	NAPR500	concentration	naproxen	plasma	LC MS/MS	NAPR500_all_naproxen	2.0	hr	58.8901462102964	NA	NA	NA	ng/ml	NA
Frost2014a	NA	all	21.0	NAPR500	concentration	naproxen	plasma	LC MS/MS	NAPR500_all_naproxen	3.0	hr	58.8930031930985	NA	NA	NA	ng/ml	NA
Frost2014a	NA	all	21.0	NAPR500	concentration	naproxen	plasma	LC MS/MS	NAPR500_all_naproxen	4.0	hr	56.8257240490729	NA	NA	NA	ng/ml	NA
Frost2014a	NA	all	21.0	NAPR500	concentration	naproxen	plasma	LC MS/MS	NAPR500_all_naproxen	6.0	hr	41.393143241275	NA	NA	NA	ng/ml	NA
Frost2014a	NA	all	21.0	NAPR500	concentration	naproxen	plasma	LC MS/MS	NAPR500_all_naproxen	8.0	hr	34.8718279088006	NA	NA	NA	ng/ml	NA
Frost2014a	NA	all	21.0	NAPR500	concentration	naproxen	plasma	LC MS/MS	NAPR500_all_naproxen	12.0	hr	26.7648871211697	NA	NA	NA	ng/ml	NA
Frost2014a	NA	all	21.0	NAPR500	concentration	naproxen	plasma	LC MS/MS	NAPR500_all_naproxen	18.0	hr	18.8204582376338	NA	NA	NA	ng/ml	NA
Frost2014a	NA	all	21.0	NAPR500	concentration	naproxen	plasma	LC MS/MS	NAPR500_all_naproxen	24.0	hr	15.6513920788751	NA	NA	NA	ng/ml	NA
Frost2014a	NA	all	21.0	NAPR500	concentration	naproxen	plasma	LC MS/MS	NAPR500_all_naproxen	36.0	hr	9.15326872444123	NA	NA	NA	ng/ml	NA
Frost2014a	NA	all	21.0	NAPR500	concentration	naproxen	plasma	LC MS/MS	NAPR500_all_naproxen	48.0	hr	5.99865553750493	NA	NA	NA	ng/ml	NA
Frost2014a	NA	all	21.0	NAPR500	concentration	naproxen	plasma	LC MS/MS	NAPR500_all_naproxen	60.0	hr	3.95692118088624	NA	NA	NA	ng/ml	NA
Frost2014a	NA	all	21.0	NAPR500	concentration	naproxen	plasma	LC MS/MS	NAPR500_all_naproxen	72.0	hr	2.710772505742	NA	NA	NA	ng/ml	NA
Frost2014a	NA	all	21.0	API10, NAPR500	concentration	naproxen	plasma	LC MS/MS	API10, NAPR500_all_naproxen	0.0	hr	0.0	NA	NA	NA	ng/ml	NA
Frost2014a	NA	all	21.0	API10, NAPR500	concentration	naproxen	plasma	LC MS/MS	API10, NAPR500_all_naproxen	1.0	hr	43.6093216066327	NA	NA	NA	ng/ml	NA
Frost2014a	NA	all	21.0	API10, NAPR500	concentration	naproxen	plasma	LC MS/MS	API10, NAPR500_all_naproxen	2.0	hr	58.0943924710101	NA	NA	NA	ng/ml	NA
Frost2014a	NA	all	21.0	API10, NAPR500	concentration	naproxen	plasma	LC MS/MS	API10, NAPR500_all_naproxen	3.0	hr	60.9611226261835	NA	NA	NA	ng/ml	NA
Frost2014a	NA	all	21.0	API10, NAPR500	concentration	naproxen	plasma	LC MS/MS	API10, NAPR500_all_naproxen	4.0	hr	54.5976135790712	NA	NA	NA	ng/ml	NA
Frost2014a	NA	all	21.0	API10, NAPR500	concentration	naproxen	plasma	LC MS/MS	API10, NAPR500_all_naproxen	6.0	hr	42.8248277407428	NA	NA	NA	ng/ml	NA
Frost2014a	NA	all	21.0	API10, NAPR500	concentration	naproxen	plasma	LC MS/MS	API10, NAPR500_all_naproxen	8.0	hr	34.8718279088006	NA	NA	NA	ng/ml	NA
Frost2014a	NA	all	21.0	API10, NAPR500	concentration	naproxen	plasma	LC MS/MS	API10, NAPR500_all_naproxen	12.0	hr	26.1281160719287	NA	NA	NA	ng/ml	NA
Frost2014a	NA	all	21.0	API10, NAPR500	concentration	naproxen	plasma	LC MS/MS	API10, NAPR500_all_naproxen	18.0	hr	18.1838552462047	NA	NA	NA	ng/ml	NA
Frost2014a	NA	all	21.0	API10, NAPR500	concentration	naproxen	plasma	LC MS/MS	API10, NAPR500_all_naproxen	24.0	hr	16.4473138759734	NA	NA	NA	ng/ml	NA
Frost2014a	NA	all	21.0	API10, NAPR500	concentration	naproxen	plasma	LC MS/MS	API10, NAPR500_all_naproxen	36.0	hr	9.15377289787691	NA	NA	NA	ng/ml	NA
Frost2014a	NA	all	21.0	API10, NAPR500	concentration	naproxen	plasma	LC MS/MS	API10, NAPR500_all_naproxen	48.0	hr	5.99781524844551	NA	NA	NA	ng/ml	NA
Frost2014a	NA	all	21.0	API10, NAPR500	concentration	naproxen	plasma	LC MS/MS	API10, NAPR500_all_naproxen	60.0	hr	3.95692118088624	NA	NA	NA	ng/ml	NA
Frost2014a	NA	all	21.0	API10, NAPR500	concentration	naproxen	plasma	LC MS/MS	API10, NAPR500_all_naproxen	72.0	hr	2.71110862136578	NA	NA	NA	ng/ml	NA
