study	individual	group	count	intervention	time	time_unit	x_measurement_type	x_substance	x_tissue	x_method	x_label	x	x_sd	x_unit	y_measurement_type	y_substance	y_tissue	y_method	y_label	y	y_sd	y_unit	comments
Frost2013a	NA	API2x2	6.0	API2x2	153.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API2x2	27.95	0.0	ng/ml	aPTT	NA	plasma	coagulation assay	aPTT_mean_API2x2	30.09	1.04	sec	NA
Frost2013a	NA	API2x2	6.0	API2x2	156.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API2x2	22.36	11.18	ng/ml	aPTT	NA	plasma	coagulation assay	aPTT_mean_API2x2	30.35	3.65	sec	NA
Frost2013a	NA	API2x2	6.0	API2x2	159.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API2x2	44.72	16.77	ng/ml	aPTT	NA	plasma	coagulation assay	aPTT_mean_API2x2	31.91	0.52	sec	NA
Frost2013a	NA	API2x2	6.0	API2x2	162.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API2x2	33.54	11.18	ng/ml	aPTT	NA	plasma	coagulation assay	aPTT_mean_API2x2	30.61	2.87	sec	NA
Frost2013a	NA	API2x2	6.0	API2x2	165.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API2x2	27.95	11.18	ng/ml	aPTT	NA	plasma	coagulation assay	aPTT_mean_API2x2	30.35	0.0	sec	NA
Frost2013a	NA	API2x2	6.0	API2x2	168.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API2x2	16.77	NA	ng/ml	aPTT	NA	plasma	coagulation assay	aPTT_mean_API2x2	29.83	0.0	sec	NA
Frost2013a	NA	API5x2	6.0	API5x2	0.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API5x2	0.0	NA	ng/ml	aPTT	NA	plasma	coagulation assay	aPTT_mean_API5x2	31.39	0.52	sec	NA
Frost2013a	NA	API5x2	6.0	API5x2	3.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API5x2	86.75	10.84	ng/ml	aPTT	NA	plasma	coagulation assay	aPTT_mean_API5x2	32.7	0.519999999999996	sec	NA
Frost2013a	NA	API5x2	6.0	API5x2	6.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API5x2	65.06	10.84	ng/ml	aPTT	NA	plasma	coagulation assay	aPTT_mean_API5x2	32.96	0.519999999999996	sec	NA
Frost2013a	NA	API5x2	6.0	API5x2	9.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API5x2	43.37	0.0	ng/ml	aPTT	NA	plasma	coagulation assay	aPTT_mean_API5x2	31.39	0.52	sec	NA
Frost2013a	NA	API5x2	6.0	API5x2	12.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API5x2	32.53	0.0	ng/ml	aPTT	NA	plasma	coagulation assay	aPTT_mean_API5x2	31.65	0.780000000000001	sec	NA
Frost2013a	NA	API5x2	6.0	API5x2	15.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API5x2	70.48	21.69	ng/ml	aPTT	NA	plasma	coagulation assay	aPTT_mean_API5x2	32.17	1.05	sec	NA
Frost2013a	NA	API5x2	6.0	API5x2	18.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API5x2	59.64	10.84	ng/ml	aPTT	NA	plasma	coagulation assay	aPTT_mean_API5x2	31.91	0.52	sec	NA
Frost2013a	NA	API5x2	6.0	API5x2	21.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API5x2	48.8	10.84	ng/ml	aPTT	NA	plasma	coagulation assay	aPTT_mean_API5x2	30.61	0.52	sec	NA
Frost2013a	NA	API5x2	6.0	API5x2	24.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API5x2	37.95	5.42	ng/ml	aPTT	NA	plasma	coagulation assay	aPTT_mean_API5x2	30.61	3.13	sec	NA
Frost2013a	NA	API5x2	6.0	API5x2	144.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API5x2	61.49	5.59	ng/ml	aPTT	NA	plasma	coagulation assay	aPTT_mean_API5x2	32.7	0.519999999999996	sec	NA
Frost2013a	NA	API5x2	6.0	API5x2	147.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API5x2	111.8	16.77	ng/ml	aPTT	NA	plasma	coagulation assay	aPTT_mean_API5x2	34.0	2.35	sec	NA
Frost2013a	NA	API5x2	6.0	API5x2	150.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API5x2	100.62	16.77	ng/ml	aPTT	NA	plasma	coagulation assay	aPTT_mean_API5x2	32.96	0.519999999999996	sec	NA
Frost2013a	NA	API5x2	6.0	API5x2	153.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API5x2	61.49	11.18	ng/ml	aPTT	NA	plasma	coagulation assay	aPTT_mean_API5x2	31.13	0.52	sec	NA
Frost2013a	NA	API5x2	6.0	API5x2	156.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API5x2	50.31	11.18	ng/ml	aPTT	NA	plasma	coagulation assay	aPTT_mean_API5x2	31.91	0.260000000000002	sec	NA
Frost2013a	NA	API5x2	6.0	API5x2	159.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API5x2	95.03	16.77	ng/ml	aPTT	NA	plasma	coagulation assay	aPTT_mean_API5x2	32.96	1.82	sec	NA
Frost2013a	NA	API5x2	6.0	API5x2	162.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API5x2	67.08	16.77	ng/ml	aPTT	NA	plasma	coagulation assay	aPTT_mean_API5x2	32.17	3.13	sec	NA
Frost2013a	NA	API5x2	6.0	API5x2	165.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API5x2	61.49	27.95	ng/ml	aPTT	NA	plasma	coagulation assay	aPTT_mean_API5x2	31.13	0.780000000000001	sec	NA
Frost2013a	NA	API5x2	6.0	API5x2	168.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API5x2	39.13	5.59	ng/ml	aPTT	NA	plasma	coagulation assay	aPTT_mean_API5x2	30.61	1.82	sec	NA
Frost2013a	NA	API10x2	6.0	API10x2	0.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API10x2	0.0	NA	ng/ml	aPTT	NA	plasma	coagulation assay	aPTT_mean_API10x2	28.78	1.05	sec	NA
Frost2013a	NA	API10x2	6.0	API10x2	3.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API10x2	216.87	65.06	ng/ml	aPTT	NA	plasma	coagulation assay	aPTT_mean_API10x2	31.65	2.09	sec	NA
Frost2013a	NA	API10x2	6.0	API10x2	6.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API10x2	168.07	37.95	ng/ml	aPTT	NA	plasma	coagulation assay	aPTT_mean_API10x2	32.7	3.65	sec	NA
Frost2013a	NA	API10x2	6.0	API10x2	9.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API10x2	103.01	21.69	ng/ml	aPTT	NA	plasma	coagulation assay	aPTT_mean_API10x2	30.87	1.83	sec	NA
Frost2013a	NA	API10x2	6.0	API10x2	12.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API10x2	75.9	21.69	ng/ml	aPTT	NA	plasma	coagulation assay	aPTT_mean_API10x2	30.09	1.04	sec	NA
Frost2013a	NA	API10x2	6.0	API10x2	15.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API10x2	200.6	54.22	ng/ml	aPTT	NA	plasma	coagulation assay	aPTT_mean_API10x2	33.74	5.48	sec	NA
Frost2013a	NA	API10x2	6.0	API10x2	18.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API10x2	140.96	54.22	ng/ml	aPTT	NA	plasma	coagulation assay	aPTT_mean_API10x2	32.96	4.17	sec	NA
Frost2013a	NA	API10x2	6.0	API10x2	21.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API10x2	103.01	37.95	ng/ml	aPTT	NA	plasma	coagulation assay	aPTT_mean_API10x2	30.35	1.04	sec	NA
Frost2013a	NA	API10x2	6.0	API10x2	24.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API10x2	81.33	27.1	ng/ml	aPTT	NA	plasma	coagulation assay	aPTT_mean_API10x2	29.83	0.780000000000001	sec	NA
Frost2013a	NA	API10x2	6.0	API10x2	144.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API10x2	122.98	44.72	ng/ml	aPTT	NA	plasma	coagulation assay	aPTT_mean_API10x2	31.39	3.65	sec	NA
Frost2013a	NA	API10x2	6.0	API10x2	147.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API10x2	324.22	134.17	ng/ml	aPTT	NA	plasma	coagulation assay	aPTT_mean_API10x2	33.48	3.65000000000001	sec	NA
Frost2013a	NA	API10x2	6.0	API10x2	150.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API10x2	257.14	128.57	ng/ml	aPTT	NA	plasma	coagulation assay	aPTT_mean_API10x2	32.96	2.34	sec	NA
Frost2013a	NA	API10x2	6.0	API10x2	153.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API10x2	156.52	72.67	ng/ml	aPTT	NA	plasma	coagulation assay	aPTT_mean_API10x2	32.17	3.13	sec	NA
Frost2013a	NA	API10x2	6.0	API10x2	156.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API10x2	117.39	61.49	ng/ml	aPTT	NA	plasma	coagulation assay	aPTT_mean_API10x2	31.39	1.57	sec	NA
Frost2013a	NA	API10x2	6.0	API10x2	159.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API10x2	234.78	72.67	ng/ml	aPTT	NA	plasma	coagulation assay	aPTT_mean_API10x2	39.48	6.52	sec	NA
Frost2013a	NA	API10x2	6.0	API10x2	160.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API10x2	212.42	61.49	ng/ml	aPTT	NA	plasma	coagulation assay	aPTT_mean_API10x2	38.96	11.21	sec	NA
Frost2013a	NA	API10x2	6.0	API10x2	162.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API10x2	156.52	61.49	ng/ml	aPTT	NA	plasma	coagulation assay	aPTT_mean_API10x2	38.96	11.21	sec	NA
Frost2013a	NA	API10x2	6.0	API10x2	165.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API10x2	111.8	27.95	ng/ml	aPTT	NA	plasma	coagulation assay	aPTT_mean_API10x2	31.91	0.52	sec	NA
Frost2013a	NA	API10x2	6.0	API10x2	168.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API10x2	100.62	33.54	ng/ml	aPTT	NA	plasma	coagulation assay	aPTT_mean_API10x2	32.96	6.26	sec	NA
Frost2013a	NA	API25x2	6.0	API25x2	0.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API25x2	0.0	NA	ng/ml	aPTT	NA	plasma	coagulation assay	aPTT_mean_API25x2	30.09	2.87	sec	NA
Frost2013a	NA	API25x2	6.0	API25x2	3.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API25x2	406.63	75.9	ng/ml	aPTT	NA	plasma	coagulation assay	aPTT_mean_API25x2	32.43	1.83	sec	NA
Frost2013a	NA	API25x2	6.0	API25x2	6.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API25x2	325.3	103.01	ng/ml	aPTT	NA	plasma	coagulation assay	aPTT_mean_API25x2	32.96	2.87	sec	NA
Frost2013a	NA	API25x2	6.0	API25x2	9.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API25x2	200.6	54.22	ng/ml	aPTT	NA	plasma	coagulation assay	aPTT_mean_API25x2	32.17	3.92	sec	NA
Frost2013a	NA	API25x2	6.0	API25x2	12.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API25x2	140.96	5.42999999999998	ng/ml	aPTT	NA	plasma	coagulation assay	aPTT_mean_API25x2	31.65	3.92	sec	NA
Frost2013a	NA	API25x2	6.0	API25x2	15.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API25x2	477.11	178.91	ng/ml	aPTT	NA	plasma	coagulation assay	aPTT_mean_API25x2	33.48	4.43	sec	NA
Frost2013a	NA	API25x2	6.0	API25x2	18.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API25x2	363.25	70.48	ng/ml	aPTT	NA	plasma	coagulation assay	aPTT_mean_API25x2	32.7	2.59999999999999	sec	NA
Frost2013a	NA	API25x2	6.0	API25x2	21.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API25x2	298.19	140.97	ng/ml	aPTT	NA	plasma	coagulation assay	aPTT_mean_API25x2	32.96	3.65	sec	NA
Frost2013a	NA	API25x2	6.0	API25x2	24.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API25x2	227.71	70.48	ng/ml	aPTT	NA	plasma	coagulation assay	aPTT_mean_API25x2	32.43	3.66	sec	NA
Frost2013a	NA	API25x2	6.0	API25x2	144.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API25x2	329.81	22.36	ng/ml	aPTT	NA	plasma	coagulation assay	aPTT_mean_API25x2	35.83	2.6	sec	NA
Frost2013a	NA	API25x2	6.0	API25x2	147.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API25x2	626.09	190.06	ng/ml	aPTT	NA	plasma	coagulation assay	aPTT_mean_API25x2	37.39	5.22	sec	NA
Frost2013a	NA	API25x2	6.0	API25x2	150.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API25x2	519.88	89.4400000000001	ng/ml	aPTT	NA	plasma	coagulation assay	aPTT_mean_API25x2	35.04	4.96	sec	NA
Frost2013a	NA	API25x2	6.0	API25x2	153.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API25x2	408.07	72.68	ng/ml	aPTT	NA	plasma	coagulation assay	aPTT_mean_API25x2	34.26	3.13	sec	NA
Frost2013a	NA	API25x2	6.0	API25x2	156.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API25x2	301.86	100.62	ng/ml	aPTT	NA	plasma	coagulation assay	aPTT_mean_API25x2	33.22	4.95	sec	NA
Frost2013a	NA	API25x2	6.0	API25x2	157.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API25x2	486.34	95.03	ng/ml	aPTT	NA	plasma	coagulation assay	aPTT_mean_API25x2	33.48	2.87	sec	NA
Frost2013a	NA	API25x2	6.0	API25x2	162.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API25x2	514.29	134.16	ng/ml	aPTT	NA	plasma	coagulation assay	aPTT_mean_API25x2	41.83	9.91	sec	NA
Frost2013a	NA	API25x2	6.0	API25x2	165.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API25x2	374.53	106.22	ng/ml	aPTT	NA	plasma	coagulation assay	aPTT_mean_API25x2	33.22	4.17	sec	NA
Frost2013a	NA	API25x2	6.0	API25x2	168.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API25x2	301.86	89.44	ng/ml	aPTT	NA	plasma	coagulation assay	aPTT_mean_API25x2	33.74	6.0	sec	NA
Frost2013a	NA	API10	6.0	API10	0.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API10	0.0	NA	ng/ml	aPTT	NA	plasma	coagulation assay	aPTT_mean_API10	31.02	2.16	sec	NA
Frost2013a	NA	API10	6.0	API10	3.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API10	178.0	34.06	ng/ml	aPTT	NA	plasma	coagulation assay	aPTT_mean_API10	34.68	2.38	sec	NA
Frost2013a	NA	API10	6.0	API10	6.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API10	79.07	20.88	ng/ml	aPTT	NA	plasma	coagulation assay	aPTT_mean_API10	34.02	2.38	sec	NA
Frost2013a	NA	API10	6.0	API10	9.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API10	49.39	15.38	ng/ml	aPTT	NA	plasma	coagulation assay	aPTT_mean_API10	34.01	3.03	sec	NA
Frost2013a	NA	API10	6.0	API10	12.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API10	17.46	1.1	ng/ml	aPTT	NA	plasma	coagulation assay	aPTT_mean_API10	32.7	1.73	sec	NA
Frost2013a	NA	API10	6.0	API10	24.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API10	28.33	8.79	ng/ml	aPTT	NA	plasma	coagulation assay	aPTT_mean_API10	30.28	2.81	sec	NA
Frost2013a	NA	API10	6.0	API10	144.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API10	103.66	0.0	ng/ml	aPTT	NA	plasma	coagulation assay	aPTT_mean_API10	32.83	2.17	sec	NA
Frost2013a	NA	API10	6.0	API10	147.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API10	198.15	26.37	ng/ml	aPTT	NA	plasma	coagulation assay	aPTT_mean_API10	34.55	2.6	sec	NA
Frost2013a	NA	API10	6.0	API10	150.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API10	97.02	16.49	ng/ml	aPTT	NA	plasma	coagulation assay	aPTT_mean_API10	34.11	3.03	sec	NA
Frost2013a	NA	API10	6.0	API10	153.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API10	65.14	27.54	ng/ml	aPTT	NA	plasma	coagulation assay	aPTT_mean_API10	31.94	2.81	sec	NA
Frost2013a	NA	API10	6.0	API10	168.15	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API10	28.81	17.7	ng/ml	aPTT	NA	plasma	coagulation assay	aPTT_mean_API10	30.8	2.38	sec	NA
Frost2013a	NA	API25	6.0	API25	0.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API25	0.0	0.0	ng/ml	aPTT	NA	plasma	coagulation assay	aPTT_mean_API25	33.18	4.11	sec	NA
Frost2013a	NA	API25	6.0	API25	3.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API25	282.4	14.76	ng/ml	aPTT	NA	plasma	coagulation assay	aPTT_mean_API10	37.93	4.75	sec	NA
Frost2013a	NA	API25	6.0	API25	6.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API25	212.93	44.44	ng/ml	aPTT	NA	plasma	coagulation assay	aPTT_mean_API5	37.7	3.02999999999999	sec	NA
Frost2013a	NA	API25	6.0	API25	9.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API25	136.11	7.39999999999998	ng/ml	aPTT	NA	plasma	coagulation assay	aPTT_mean_API20	35.31	3.68	sec	NA
Frost2013a	NA	API25	6.0	API25	12.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API25	96.26	14.81	ng/ml	aPTT	NA	plasma	coagulation assay	aPTT_mean_API35	35.08	3.25	sec	NA
Frost2013a	NA	API25	6.0	API25	24.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API25	48.26	11.11	ng/ml	aPTT	NA	plasma	coagulation assay	aPTT_mean_API50	34.39	3.03	sec	NA
Frost2013a	NA	API25	6.0	API25	144.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API25	88.96	18.58	ng/ml	aPTT	NA	plasma	coagulation assay	aPTT_mean_API65	35.0	2.81	sec	NA
Frost2013a	NA	API25	6.0	API25	147.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API25	423.27	88.88	ng/ml	aPTT	NA	plasma	coagulation assay	aPTT_mean_API80	40.61	4.32	sec	NA
Frost2013a	NA	API25	6.0	API25	150.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API25	331.63	51.85	ng/ml	aPTT	NA	plasma	coagulation assay	aPTT_mean_API95	39.52	3.24	sec	NA
Frost2013a	NA	API25	6.0	API25	153.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API25	225.18	40.74	ng/ml	aPTT	NA	plasma	coagulation assay	aPTT_mean_API110	36.48	3.46	sec	NA
Frost2013a	NA	API25	6.0	API25	156.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API25	155.76	33.28	ng/ml	aPTT	NA	plasma	coagulation assay	aPTT_mean_API125	35.39	2.37	sec	NA
Frost2013a	NA	API25	6.0	API25	168.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API25	81.78	14.87	ng/ml	aPTT	NA	plasma	coagulation assay	aPTT_mean_API140	36.43	4.32	sec	NA
Frost2013a	NA	API2x2	6.0	API2x2	0.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API2x2	0.0	NA	ng/ml	mPT	NA	plasma	coagulation assay	mPT_mean_API140	46.74	6.73	sec	NA
Frost2013a	NA	API2x2	6.0	API2x2	3.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API2x2	48.8	27.1	ng/ml	mPT	NA	plasma	coagulation assay	mPT_mean_API140	61.89	5.06	sec	NA
Frost2013a	NA	API2x2	6.0	API2x2	6.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API2x2	37.95	16.27	ng/ml	mPT	NA	plasma	coagulation assay	mPT_mean_API140	55.16	5.05	sec	NA
Frost2013a	NA	API2x2	6.0	API2x2	12.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API2x2	21.69	10.84	ng/ml	mPT	NA	plasma	coagulation assay	mPT_mean_API140	50.11	5.05	sec	NA
Frost2013a	NA	API2x2	6.0	API2x2	18.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API2x2	27.11	16.26	ng/ml	mPT	NA	plasma	coagulation assay	mPT_mean_API140	43.37	0.0	sec	NA
Frost2013a	NA	API2x2	6.0	API2x2	24.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API2x2	21.69	21.68	ng/ml	mPT	NA	plasma	coagulation assay	mPT_mean_API140	55.16	3.37	sec	NA
Frost2013a	NA	API2x2	6.0	API2x2	144.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API2x2	16.77	11.18	ng/ml	mPT	NA	plasma	coagulation assay	mPT_mean_API140	40.0	5.05	sec	NA
Frost2013a	NA	API2x2	6.0	API2x2	147.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API2x2	61.49	22.36	ng/ml	mPT	NA	plasma	coagulation assay	mPT_mean_API140	55.16	5.05	sec	NA
Frost2013a	NA	API2x2	6.0	API2x2	150.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API2x2	44.72	11.18	ng/ml	mPT	NA	plasma	coagulation assay	mPT_mean_API140	55.16	6.73	sec	NA
Frost2013a	NA	API2x2	6.0	API2x2	156.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API2x2	155.76	33.28	ng/ml	mPT	NA	plasma	coagulation assay	mPT_mean_API140	48.42	3.37	sec	NA
Frost2013a	NA	API2x2	6.0	API2x2	162.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API2x2	33.54	11.18	ng/ml	mPT	NA	plasma	coagulation assay	mPT_mean_API140	58.53	0.0	sec	NA
Frost2013a	NA	API2x2	6.0	API2x2	168.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API2x2	16.77	NA	ng/ml	mPT	NA	plasma	coagulation assay	mPT_mean_API140	56.84	1.69	sec	NA
Frost2013a	NA	API5x2	6.0	API5x2	0.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API5x2	0.0	NA	ng/ml	mPT	NA	plasma	coagulation assay	mPT_mean_API5x2	51.79	3.37	sec	NA
Frost2013a	NA	API5x2	6.0	API5x2	3.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API5x2	86.75	10.84	ng/ml	mPT	NA	plasma	coagulation assay	mPT_mean_API5x2	68.63	6.74000000000001	sec	NA
Frost2013a	NA	API5x2	6.0	API5x2	6.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API5x2	65.06	10.84	ng/ml	mPT	NA	plasma	coagulation assay	mPT_mean_API5x2	65.26	5.05999999999999	sec	NA
Frost2013a	NA	API5x2	6.0	API5x2	12.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API5x2	32.53	0.0	ng/ml	mPT	NA	plasma	coagulation assay	mPT_mean_API5x2	53.47	5.06	sec	NA
Frost2013a	NA	API5x2	6.0	API5x2	18.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API5x2	59.64	10.84	ng/ml	mPT	NA	plasma	coagulation assay	mPT_mean_API5x2	58.53	6.73	sec	NA
Frost2013a	NA	API5x2	6.0	API5x2	24.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API5x2	37.95	5.42	ng/ml	mPT	NA	plasma	coagulation assay	mPT_mean_API5x2	43.37	6.74	sec	NA
Frost2013a	NA	API5x2	6.0	API5x2	144.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API5x2	61.49	5.59	ng/ml	mPT	NA	plasma	coagulation assay	mPT_mean_API5x2	68.63	6.74000000000001	sec	NA
Frost2013a	NA	API5x2	6.0	API5x2	147.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API5x2	111.8	16.77	ng/ml	mPT	NA	plasma	coagulation assay	mPT_mean_API5x2	75.37	13.47	sec	NA
Frost2013a	NA	API5x2	6.0	API5x2	150.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API5x2	100.62	16.77	ng/ml	mPT	NA	plasma	coagulation assay	mPT_mean_API5x2	82.11	6.73	sec	NA
Frost2013a	NA	API5x2	6.0	API5x2	156.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API5x2	50.31	11.18	ng/ml	mPT	NA	plasma	coagulation assay	mPT_mean_API5x2	61.89	6.74	sec	NA
Frost2013a	NA	API5x2	6.0	API5x2	162.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API5x2	67.08	16.77	ng/ml	mPT	NA	plasma	coagulation assay	mPT_mean_API5x2	65.26	8.42	sec	NA
Frost2013a	NA	API5x2	6.0	API5x2	168.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API5x2	39.13	5.59	ng/ml	mPT	NA	plasma	coagulation assay	mPT_mean_API5x2	60.21	5.05	sec	NA
